"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"194",30,"unemployed","married","high.school","no","yes","no","cellular","jul","tue",383,3,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"195",42,"blue-collar","married","basic","no","no","no","telephone","may","wed",51,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"196",48,"housemaid","married","high.school","no","no","no","telephone","jun","tue",87,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"197",35,"admin.","single","university.degree","no","no","no","cellular","aug","mon",167,2,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"198",30,"services","married","high.school","no","no","no","telephone","jun","mon",151,3,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"199",28,"technician","single","high.school","no","yes","yes","cellular","apr","thu",48,4,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"200",30,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",288,1,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"201",27,"student","single","basic","no","yes","no","cellular","aug","wed",111,1,0,"nonexistent",-1.7,94.027,-38.3,0.9,4991.6,"no"
"202",23,"businessman","married","university.degree","no","yes","no","cellular","aug","thu",87,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"203",31,"businessman","single","university.degree","no","no","no","cellular","aug","mon",209,1,2,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no"
"204",43,"businessman","married","basic","no","no","no","telephone","may","wed",173,2,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"205",52,"technician","married","high.school","no","yes","no","telephone","may","mon",503,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"206",24,"blue-collar","married","basic","no","yes","yes","telephone","may","fri",101,6,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"207",35,"blue-collar","single","basic","no","no","no","cellular","nov","thu",370,1,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"208",59,"technician","married","professional.course","no","no","no","cellular","jun","thu",1207,4,1,"failure",-1.7,94.055,-39.8,0.742,4991.6,"yes"
"209",37,"blue-collar","single","basic","no","no","no","telephone","may","wed",211,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"210",46,"admin.","married","professional.course","no","no","no","cellular","apr","fri",609,1,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"211",26,"technician","single","university.degree","no","yes","no","cellular","jul","fri",806,3,2,"success",-1.7,94.215,-40.3,0.861,4991.6,"yes"
"212",40,"management","married","university.degree","no","yes","no","cellular","aug","thu",77,6,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"213",40,"management","married","university.degree","no","yes","no","cellular","may","tue",459,1,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"214",29,"admin.","single","university.degree","no","yes","yes","telephone","may","wed",266,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"215",28,"blue-collar","single","basic","no","yes","no","cellular","may","thu",225,1,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"216",28,"unemployed","single","university.degree","no","yes","no","cellular","may","mon",434,1,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"217",33,"technician","married","professional.course","no","no","no","telephone","may","thu",191,4,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"218",56,"businessman","married","university.degree","no","yes","yes","telephone","jun","thu",82,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"219",57,"unemployed","married","basic","no","no","no","cellular","aug","tue",388,4,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"220",39,"businessman","married","university.degree","no","no","no","telephone","may","wed",17,2,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"221",25,"admin.","single","university.degree","no","no","no","telephone","jun","wed",188,2,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"222",48,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",288,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"223",32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",206,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"224",48,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",154,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"225",41,"admin.","divorced","high.school","no","no","no","telephone","may","tue",293,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"226",29,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",215,1,0,"nonexistent",-1.8,93.369,-34.8,0.639,5008.7,"yes"
"227",28,"blue-collar","single","high.school","no","yes","no","telephone","jun","mon",102,2,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"228",30,"admin.","married","university.degree","no","no","no","telephone","may","tue",178,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"229",54,"admin.","married","university.degree","no","yes","no","telephone","may","thu",461,3,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"230",38,"blue-collar","married","basic","no","no","no","cellular","may","wed",204,1,1,"success",-1.8,92.893,-46.2,1.281,5099.1,"no"
"231",46,"housemaid","divorced","basic","no","yes","no","telephone","jun","tue",143,8,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"232",38,"admin.","divorced","university.degree","no","no","no","telephone","jun","fri",50,3,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"233",38,"services","married","high.school","no","no","no","cellular","jul","thu",81,1,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"234",33,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",233,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"235",25,"admin.","married","university.degree","no","no","no","telephone","may","fri",56,1,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"236",57,"services","married","high.school","no","yes","no","cellular","may","mon",126,2,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"237",36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",142,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"238",54,"admin.","married","university.degree","no","no","no","cellular","jul","thu",9,5,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"239",25,"businessman","single","university.degree","no","no","no","telephone","may","tue",247,3,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"240",41,"businessman","married","university.degree","no","no","no","telephone","may","wed",130,4,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"241",54,"management","married","university.degree","no","yes","no","cellular","apr","tue",336,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"242",40,"admin.","married","high.school","no","no","no","telephone","may","mon",160,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"243",81,"unemployed","married","basic","no","no","no","cellular","may","mon",617,2,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"244",43,"technician","divorced","professional.course","no","yes","no","cellular","may","mon",143,1,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
"245",34,"admin.","married","high.school","no","yes","no","cellular","jun","wed",238,1,2,"success",-1.7,94.055,-39.8,0.704,4991.6,"yes"
"246",42,"technician","married","high.school","no","yes","no","cellular","aug","tue",188,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"247",30,"services","married","basic","no","no","no","cellular","nov","tue",154,2,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"248",42,"blue-collar","married","basic","no","no","no","cellular","may","tue",632,5,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no"
"249",52,"technician","married","basic","no","yes","no","cellular","nov","fri",102,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"250",49,"admin.","married","university.degree","no","yes","no","telephone","may","mon",212,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"251",49,"technician","married","professional.course","no","yes","no","telephone","may","tue",57,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"252",32,"businessman","married","university.degree","no","no","no","cellular","nov","thu",73,4,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"253",27,"services","married","high.school","no","no","no","cellular","jul","thu",184,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"254",44,"admin.","divorced","high.school","no","yes","no","cellular","may","tue",173,8,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"255",33,"admin.","single","university.degree","no","no","no","cellular","may","wed",6,7,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"256",30,"services","married","basic","no","no","no","cellular","jul","tue",70,2,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"257",32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",96,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"258",49,"unemployed","married","high.school","no","yes","no","cellular","jul","wed",98,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"259",48,"technician","married","professional.course","no","yes","no","cellular","aug","fri",336,8,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
"260",42,"blue-collar","married","basic","no","no","no","telephone","may","wed",456,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"261",28,"admin.","married","high.school","no","yes","no","cellular","may","wed",293,3,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"262",23,"management","single","university.degree","no","yes","no","cellular","jul","tue",314,2,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"263",36,"blue-collar","married","basic","no","yes","no","telephone","may","wed",167,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"264",49,"unemployed","married","basic","no","yes","no","cellular","aug","wed",155,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"265",36,"blue-collar","married","basic","no","yes","no","cellular","jul","mon",80,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"266",47,"management","divorced","basic","no","no","no","telephone","may","fri",241,2,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"267",35,"admin.","married","university.degree","no","no","no","cellular","may","thu",322,3,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
"268",37,"admin.","divorced","high.school","no","no","no","telephone","may","thu",51,10,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"269",30,"unemployed","married","high.school","no","no","no","cellular","may","mon",417,1,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"270",33,"admin.","single","high.school","no","yes","no","cellular","jul","tue",498,5,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"271",43,"unemployed","married","basic","no","no","no","cellular","may","wed",117,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"272",29,"technician","single","university.degree","no","no","no","cellular","may","mon",68,2,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"273",35,"admin.","divorced","high.school","no","yes","yes","telephone","may","mon",82,2,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"274",47,"admin.","married","high.school","no","no","no","cellular","may","wed",99,2,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
"275",37,"management","married","university.degree","no","yes","no","cellular","nov","thu",252,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"276",37,"businessman","married","basic","no","yes","yes","cellular","jul","thu",171,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"277",50,"admin.","married","basic","no","no","no","cellular","aug","thu",84,1,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"278",30,"admin.","single","university.degree","no","no","no","cellular","aug","mon",135,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"279",33,"blue-collar","married","basic","no","yes","no","cellular","jul","tue",132,1,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"280",37,"admin.","single","high.school","no","no","yes","cellular","jul","tue",223,6,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"281",45,"businessman","divorced","university.degree","no","no","yes","cellular","may","fri",133,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"282",30,"admin.","single","university.degree","no","no","no","cellular","nov","fri",258,2,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"283",51,"management","divorced","university.degree","no","no","no","cellular","may","wed",345,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"284",49,"businessman","single","basic","no","no","no","telephone","may","mon",58,10,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"285",31,"technician","single","university.degree","no","yes","no","cellular","aug","thu",958,5,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"286",40,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",250,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"287",41,"technician","married","professional.course","no","no","yes","cellular","aug","thu",898,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"288",58,"unemployed","married","basic","no","yes","no","cellular","apr","thu",185,1,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"no"
"289",39,"technician","divorced","professional.course","no","yes","no","telephone","may","fri",135,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"290",48,"technician","married","basic","no","no","yes","telephone","may","tue",175,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"291",51,"blue-collar","married","basic","no","no","no","cellular","aug","tue",132,2,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"292",35,"blue-collar","married","basic","no","yes","no","cellular","nov","tue",372,2,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"293",44,"admin.","married","high.school","no","no","no","cellular","aug","mon",126,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"294",43,"blue-collar","married","basic","no","no","yes","cellular","may","wed",69,1,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"295",30,"technician","single","university.degree","no","no","no","cellular","aug","thu",183,7,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"296",41,"technician","divorced","basic","no","yes","no","telephone","may","tue",270,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"297",27,"management","single","university.degree","no","yes","no","telephone","may","tue",134,2,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"298",45,"blue-collar","married","high.school","no","yes","yes","cellular","nov","mon",449,2,3,"success",-1.1,94.767,-50.8,1.05,4963.6,"yes"
"299",26,"admin.","single","high.school","no","yes","no","telephone","may","fri",160,3,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"300",24,"student","single","high.school","no","no","no","cellular","jul","wed",115,1,1,"failure",-2.9,92.469,-33.6,1.029,5076.2,"no"
"301",46,"management","married","university.degree","no","yes","no","cellular","nov","thu",205,6,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"302",61,"blue-collar","married","basic","no","yes","yes","cellular","may","fri",403,1,2,"success",-1.8,93.876,-40,0.695,5008.7,"yes"
"303",50,"admin.","divorced","basic","no","no","no","telephone","may","fri",145,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"304",55,"admin.","married","basic","no","yes","no","cellular","apr","fri",548,1,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"305",54,"blue-collar","married","basic","no","yes","no","cellular","aug","thu",109,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"306",40,"blue-collar","divorced","basic","no","yes","no","cellular","jul","wed",207,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"307",58,"businessman","married","university.degree","no","no","no","telephone","jul","wed",175,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"308",36,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",379,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"309",30,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",105,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"310",45,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",544,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"311",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",401,1,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"312",42,"businessman","married","university.degree","no","no","no","cellular","jul","mon",84,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"313",49,"management","married","university.degree","no","no","no","cellular","jul","mon",549,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"314",55,"unemployed","married","basic","no","yes","no","telephone","sep","tue",6,1,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
"315",49,"admin.","married","high.school","no","yes","no","cellular","aug","fri",183,1,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"316",48,"blue-collar","married","basic","no","no","yes","telephone","jun","tue",291,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"317",49,"admin.","married","high.school","no","no","no","cellular","aug","fri",151,1,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
